4.3235992229088754e-001	5.0000000000000000e-001
4.3083475494171841e-001	4.9824746500000000e-001
4.2950771477121991e-001	4.9672259369999999e-001
4.2801531965919509e-001	4.9500771630000001e-001
4.2651303189947853e-001	4.9328147170000003e-001
4.2501788415962011e-001	4.9156343159999999e-001
4.2363169090703978e-001	4.8997058859999998e-001
4.2219636782384090e-001	4.8832129180000000e-001
4.2071195478166656e-001	4.8661558680000000e-001
4.1923230215911966e-001	4.8491535190000001e-001
4.1771029787187508e-001	4.8316645140000003e-001
4.1636971553893837e-001	4.8162601890000001e-001
4.1486053746089346e-001	4.7989185670000001e-001
4.1334516209961059e-001	4.7815057389999999e-001
4.1188481755871836e-001	4.7647252520000000e-001
4.1055868471998119e-001	4.7494869630000003e-001
4.0898178440419902e-001	4.7313671629999998e-001
4.0764594331070836e-001	4.7160173160000002e-001
4.0609204221271944e-001	4.6981617939999998e-001
4.0471657643377024e-001	4.6823566319999999e-001
4.0320747261129597e-001	4.6650158650000001e-001
4.0177044900519981e-001	4.6485033529999997e-001
4.0027106540701884e-001	4.6312742800000001e-001
3.9889416324139682e-001	4.6154526120000000e-001
3.9740898815780762e-001	4.5983868059999999e-001
3.9586630892573105e-001	4.5806602289999998e-001
3.9452340159101557e-001	4.5652291919999999e-001
3.9307302546466605e-001	4.5485632500000001e-001
3.9157464462221619e-001	4.5313457000000001e-001
3.9010877164221752e-001	4.5145016880000000e-001
3.8869046403460461e-001	4.4982042389999999e-001
3.8711567516615941e-001	4.4801087000000001e-001
3.8570065747286481e-001	4.4638490549999998e-001
3.8418982396598983e-001	4.4464884119999998e-001
3.8282078426870009e-001	4.4307570899999998e-001
3.8132406208928671e-001	4.4135585989999998e-001
3.7991576349667716e-001	4.3973761600000000e-001
3.7844368549221624e-001	4.3804608480000001e-001
3.7700445997194593e-001	4.3639230379999999e-001
3.7549772453580277e-001	4.3466094849999998e-001
3.7404655919475249e-001	4.3299344750000002e-001
3.7256253291288099e-001	4.3128818689999998e-001
3.7109079504996428e-001	4.2959704669999998e-001
3.6973842093045178e-001	4.2804306450000001e-001
3.6818844767966002e-001	4.2626202559999998e-001
3.6680213283734397e-001	4.2466904309999998e-001
3.6532403246502154e-001	4.2297059149999999e-001
3.6390930133575061e-001	4.2134495659999999e-001
3.6233842488569890e-001	4.1953989800000002e-001
3.6097816091292190e-001	4.1797684990000000e-001
3.5943424941128610e-001	4.1620277630000002e-001
3.5802714124178625e-001	4.1458590080000002e-001
3.5648798642181134e-001	4.1281729309999998e-001
3.5515995618052770e-001	4.1129128380000002e-001
3.5364748446360905e-001	4.0955333729999999e-001
3.5218651170586879e-001	4.0787456680000000e-001
3.5072649312370602e-001	4.0619689300000000e-001
3.4927184599946615e-001	4.0452539100000001e-001
3.4787438503126622e-001	4.0291960090000001e-001
3.4636369332865113e-001	4.0118369929999997e-001
3.4492389414975078e-001	3.9952925909999998e-001
3.4340857359856602e-001	3.9778803880000002e-001
3.4203684354606256e-001	3.9621181509999998e-001
3.4052082498924285e-001	3.9446979290000000e-001
3.3906874335604076e-001	3.9280123909999998e-001
3.3762019608943983e-001	3.9113674669999998e-001
3.3610718310960119e-001	3.8939817789999998e-001
3.3471364276454529e-001	3.8779689249999999e-001
3.3328646671207363e-001	3.8615695729999999e-001
3.3171069501030759e-001	3.8434627399999999e-001
3.3028396276833444e-001	3.8270684849999997e-001
3.2882486173772363e-001	3.8103022889999999e-001
3.2734099343114448e-001	3.7932514989999999e-001
3.2597702987900962e-001	3.7775785060000000e-001
3.2452308897856641e-001	3.7608716019999999e-001
3.2308021545482979e-001	3.7442918720000001e-001
3.2153678913320449e-001	3.7265567150000001e-001
3.2017478252578951e-001	3.7109062069999998e-001
3.1860330949895971e-001	3.6928487700000001e-001
3.1718517631637416e-001	3.6765533249999999e-001
3.1578200748667368e-001	3.6604298340000002e-001
3.1427315036999132e-001	3.6430919020000002e-001
3.1275818965770347e-001	3.6256838340000003e-001
3.1137979954292838e-001	3.6098450700000001e-001
3.0991601059851209e-001	3.5930250050000001e-001
3.0848749560374222e-001	3.5766102670000000e-001
3.0693897044655394e-001	3.5588165170000002e-001
3.0559906568101153e-001	3.5434199760000001e-001
3.0406013588796366e-001	3.5257364889999998e-001
3.0261346134930672e-001	3.5091130819999999e-001
3.0118076007181799e-001	3.4926502380000002e-001
2.9974691897043698e-001	3.4761742990000000e-001
2.9828449188914907e-001	3.4593698830000003e-001
2.9673434370688756e-001	3.4415574840000002e-001
2.9531300958833989e-001	3.4252252579999998e-001
2.9390997032270372e-001	3.4091032539999999e-001
2.9241014439043500e-001	3.3918690979999999e-001
2.9091358320485095e-001	3.3746724579999998e-001
2.8957033121889114e-001	3.3592374530000002e-001
2.8797915187225392e-001	3.3409535759999998e-001
2.8664772681780232e-001	3.3256544760000001e-001
2.8509047600205378e-001	3.3077604610000000e-001
2.8360423035277638e-001	3.2906823549999997e-001
2.8227719043147576e-001	3.2754336420000002e-001
2.8078479531945083e-001	3.2582848689999999e-001
2.7928250731321885e-001	3.2410224220000000e-001
2.7778735957201928e-001	3.2238420220000003e-001
2.7640116608499360e-001	3.2079135910000001e-001
2.7496584349348457e-001	3.1914206229999997e-001
2.7348143020211252e-001	3.1743635730000003e-001
2.7200177782205776e-001	3.1573612249999999e-001
2.7047977328963879e-001	3.1398722190000000e-001
2.6913919120455876e-001	3.1244678949999999e-001
2.6763001263750608e-001	3.1071262710000003e-001
2.6611463775852523e-001	3.0897134440000001e-001
2.6465429322165646e-001	3.0729329579999998e-001
2.6332816013640375e-001	3.0576946680000000e-001
2.6175126006847821e-001	3.0395748680000001e-001
2.6041541873383650e-001	3.0242250220000000e-001
2.5886151763048310e-001	3.0063694990000001e-001
2.5748605209670822e-001	2.9905643380000002e-001
2.5597694803844750e-001	2.9732235699999998e-001
2.5453992442564571e-001	2.9567110590000001e-001
2.5304054082075905e-001	2.9394819849999998e-001
2.5166363866452496e-001	2.9236603169999997e-001
2.5017846357288898e-001	2.9065945110000002e-001
2.4863578433947126e-001	2.8888679350000002e-001
2.4729287725127133e-001	2.8734368980000002e-001
2.4584250095128801e-001	2.8567709549999998e-001
2.4434412026667190e-001	2.8395534049999999e-001
2.4287824713018064e-001	2.8227093920000002e-001
2.4145993947085057e-001	2.8064119430000001e-001
2.3988515068735733e-001	2.7883164049999998e-001
2.3847013306157994e-001	2.7720567610000002e-001
2.3695929939180019e-001	2.7546961170000001e-001
2.3559025962535871e-001	2.7389647940000000e-001
2.3409353774954256e-001	2.7217663050000002e-001
2.3268523881905329e-001	2.7055838640000002e-001
2.3121316088345073e-001	2.6886685529999999e-001
2.2977393556334338e-001	2.6721307439999997e-001
2.2826719992435499e-001	2.6548171890000000e-001
2.2681603466691552e-001	2.6381421810000000e-001
2.2533200844585563e-001	2.6210895750000002e-001
2.2386027069039655e-001	2.6041781730000002e-001
2.2250789647415545e-001	2.5886383499999999e-001
2.2095792322872818e-001	2.5708279620000002e-001
2.1957160847509402e-001	2.5548981360000000e-001
2.1809350787876175e-001	2.5379136200000002e-001
2.1667877700271196e-001	2.5216572710000001e-001
2.1510790022655740e-001	2.5036066849999999e-001
2.1374763635989694e-001	2.4879762040000000e-001
2.1220372460101658e-001	2.4702354670000001e-001
2.1079661688490076e-001	2.4540667140000000e-001
2.0925746201186762e-001	2.4363806369999999e-001
2.0792943155193866e-001	2.4211205429999999e-001
2.0641696010270022e-001	2.4037410789999999e-001
2.0495598724286679e-001	2.3869533740000001e-001
2.0349596871108000e-001	2.3701766350000000e-001
2.0204132136283040e-001	2.3534616150000001e-001
2.0064386069152199e-001	2.3374037140000001e-001
1.9913316881393200e-001	2.3200446990000001e-001
1.9769336976499507e-001	2.3035002969999999e-001
1.9617804913824624e-001	2.2860880940000000e-001
1.9480631890942676e-001	2.2703258560000000e-001
1.9329030050507631e-001	2.2529056350000001e-001
1.9183821887053304e-001	2.2362200970000001e-001
1.9038967173389548e-001	2.2195751729999999e-001
1.8887665853004712e-001	2.2021894840000000e-001
1.8748311811345059e-001	2.1861766299999999e-001
1.8605594220271898e-001	2.1697772779999999e-001
1.8448017055803459e-001	2.1516704460000000e-001
1.8305343821933281e-001	2.1352761910000001e-001
1.8159433703357067e-001	2.1185099930000001e-001
1.8011046895368357e-001	2.1014592039999999e-001
1.7874650542137213e-001	2.0857862110000000e-001
1.7729256437382435e-001	2.0690793069999999e-001
1.7584969094681624e-001	2.0524995779999999e-001
1.7430626480016595e-001	2.0347644209999999e-001
1.7294425806815200e-001	2.0191139129999999e-001
1.7137278503595771e-001	2.0010564759999999e-001
1.6995465171431431e-001	1.9847610299999999e-001
1.6855148299311914e-001	1.9686375389999999e-001
1.6704262578507265e-001	1.9512996060000001e-001
1.6552766510065517e-001	1.9338915390000000e-001
1.6414927503491489e-001	1.9180527740000000e-001
1.6268548609049854e-001	1.9012327100000001e-001
1.6125697121496310e-001	1.8848179720000000e-001
1.5970844585761187e-001	1.8670242209999999e-001
1.5836854110011625e-001	1.8516276819999999e-001
1.5682961152571373e-001	1.8339441940000001e-001
1.5538293691149269e-001	1.8173207869999999e-001
1.5395023553861653e-001	1.8008579429999999e-001
1.5251639445974124e-001	1.7843820029999999e-001
1.5105396740498242e-001	1.7675775880000000e-001
1.4950381914849806e-001	1.7497651889999999e-001
1.4808248498225660e-001	1.7334329630000000e-001
1.4667944576833761e-001	1.7173109600000000e-001
1.4517961971146995e-001	1.7000768020000001e-001
1.4368305891816496e-001	1.6828801639999999e-001
1.4227205731326587e-001	1.6666666669999999e-001
1.2000599710736958e-002	1.6666666669999999e-001
1.1872818286617416e-002	1.6491413169999999e-001
1.1761636354641468e-002	1.6338926040000001e-001
1.1636600638282282e-002	1.6167438300000000e-001
1.1510736107388869e-002	1.5994813840000000e-001
1.1385469789475581e-002	1.5823009830000001e-001
1.1269331883661552e-002	1.5663725530000000e-001
1.1149077800286518e-002	1.5498795849999999e-001
1.1024710853589581e-002	1.5328225340000001e-001
1.0900742759708253e-002	1.5158201860000001e-001
1.0773226337334883e-002	1.4983311810000000e-001
1.0660909802280523e-002	1.4829268560000000e-001
1.0534467983315570e-002	1.4655852340000000e-001
1.0407506984482257e-002	1.4481724060000001e-001
1.0285156533599611e-002	1.4313919189999999e-001
1.0174050607673520e-002	1.4161536299999999e-001
1.0041934909697788e-002	1.3980338300000000e-001
9.9300155877007981e-003	1.3826839830000001e-001
9.7998268109138666e-003	1.3648284620000001e-001
9.6845876806504472e-003	1.3490232999999999e-001
9.5581520877878797e-003	1.3316825320000000e-001
9.4377555056811904e-003	1.3151700199999999e-001
9.3121343042488289e-003	1.2979409470000000e-001
9.1967748242801819e-003	1.2821192789999999e-001
9.0723440477384031e-003	1.2650534729999999e-001
8.9430954326916601e-003	1.2473268960000000e-001
8.8305841400613296e-003	1.2318958600000000e-001
8.7090688538066716e-003	1.2152299170000000e-001
8.5835316824036615e-003	1.1980123680000000e-001
8.4607180369482143e-003	1.1811683539999999e-001
8.3418895359603385e-003	1.1648709060000000e-001
8.2099507406341483e-003	1.1467753679999999e-001
8.0913978589103597e-003	1.1305157220000001e-001
7.9648173535055034e-003	1.1131550790000000e-001
7.8501166085307907e-003	1.0974237570000001e-001
7.7247183904771040e-003	1.0802252660000000e-001
7.6067284454040644e-003	1.0640428270000001e-001
7.4833949524337135e-003	1.0471275150000001e-001
7.3628139241651083e-003	1.0305897059999999e-001
7.2365767531852813e-003	1.0132761520000000e-001
7.1149953600826814e-003	9.9660114209999998e-002
6.9906608231567764e-003	9.7954853600000003e-002
6.8673558391429412e-003	9.6263713420000008e-002
6.7540513647834990e-003	9.4709731219999996e-002
6.6241916520719387e-003	9.2928692260000001e-002
6.5080435764207582e-003	9.1335709779999996e-002
6.3842055026880288e-003	8.9637258210000001e-002
6.2656766665244307e-003	8.8011623339999998e-002
6.1340656239741312e-003	8.6206564730000004e-002
6.0201001322531360e-003	8.4643516599999996e-002
5.8907482777333080e-003	8.2869442999999987e-002
5.7728581075245800e-003	8.1252567509999998e-002
5.6439047861543672e-003	7.9483959820000005e-002
5.5326398797165815e-003	7.7957950489999997e-002
5.4059221394070784e-003	7.6220003990000007e-002
5.2835190566624104e-003	7.4541233469999996e-002
5.1611959365185141e-003	7.2863559649999993e-002
5.0393228231387002e-003	7.1192057690000005e-002
4.9222409131886320e-003	6.9586267590000001e-002
4.7956722680486162e-003	6.7850365969999993e-002
4.6750431687786241e-003	6.6195925799999999e-002
